2017/10/30 14:48:38,"1は、p1（ABCXDEFXG）　の文字列からp2(2バイト)を開始位置としてp3(3バイト)分の文字を抽出しています。半角英数字は1文字1バイトとすると、「AB」で2バイトなので「B」が終わった位置から3バイト分つまり半角英数字3文字分である「CDE」が抽出されます。"
2017/10/30 14:48:24,"
                                 8  勢い余って大改造。File完成
for HSP3.3                   11.14  改造：ClipB_GetFile
                                18  作成：ClipB_GetFileMode ClipB_SetEmpty
                                    改造：ClipB_SetFile
----------------------------------------------------------------------
クリップボードの文字列を取得する
    ClipB_GetText 文字列が代入される変数
        文字列がない場合には、変数に""が代入される

クリップボードに文字列を転送する
    ClipB_SetText 転送する文字列
        stat = 1(成功) or 0(失敗)

クリップボードのビットマップのサイズを取得する
    ClipB_GetBmpSize  Xsizeを得る変数 , Ysizeを得る変数
        ビットマップがない場合は、Xsize = Ysize = 0

クリップボードのビットマップをウインドウにコピーする"
2017/10/30 14:48:13,"るのですが、逆に改行にする方法が見つかりません。CSVをエクセルで開...
「セル内に改行コードが存在するCSVの取り込み方法」（1） Java Solution － ＠IT
www.atmarkit.co.jp ? 旧＠IT会議室 ? Java Solution
2006/12/06 - 投稿 8 件 - ?7 人の編集者"
2017/10/30 14:48:08,"がな、全角カタカナ）の場合は、strmid関数のパラメータがバイト単位なので注意が必要です。誤ると、文字データが壊れて文字化けなどが起こりえます。"
2017/10/30 14:48:03,"棄
	DestroyMenu hMenu.1"
